t,request_id,cycle_id,latency_ms,queue_ms,cold_ms,service_ms,status,cold,ok,err
1788975456.2122664,1,0,1257.6944949996687,0.0,1250.608,1.837,200,1,True,
1788975456.2927153,2,0,1337.3380090015416,0.0,1324.807,1.456,200,1,True,
1788975456.2271788,3,0,1271.2300259991025,0.0,1257.328,2.249,200,1,True,
1788975456.2192852,4,0,1263.1136479994893,1248.568,0.0,1.543,200,0,True,
1788975456.2348812,5,0,1278.311734999079,1265.222,0.0,1.34,200,0,True,
1788975456.2355044,6,0,1278.743957000188,1265.249,0.0,1.828,200,0,True,
1788975456.25086,7,0,1293.926416999966,1280.509,0.0,1.729,200,0,True,
1788975456.2509153,8,0,1293.857263000973,1280.512,0.0,1.67,200,0,True,
1788975456.2671235,9,0,1309.8811950003437,1296.322,0.0,2.444,200,0,True,
1788975456.2671673,10,0,1309.8137140004837,1296.337,0.0,2.362,200,0,True,
1788975456.2837207,11,0,1326.1631269997451,1313.199,0.0,1.532,200,0,True,
1788975456.2840383,12,0,1326.3509629996406,1313.207,0.0,2.48,200,0,True,
1788975456.2992,13,0,1341.3594560006459,1329.061,0.0,1.306,200,0,True,
1788975456.2995968,14,0,1341.6413029990508,1329.073,0.0,2.229,200,0,True,
1788975456.2998729,15,0,1341.7036530008772,1329.068,0.0,2.441,200,0,True,
1788975465.0694664,16,1,441.077128998586,0.0,434.0,2.389,200,1,True,
1788975465.2760336,17,1,647.3767679999582,0.0,641.192,2.572,200,1,True,
1788975465.29587,18,1,667.1363050008949,0.0,656.45,1.613,200,1,True,
1788975465.0746374,19,1,445.83709399921645,433.339,0.0,2.578,200,0,True,
1788975465.0939777,20,1,465.10335600032704,449.869,0.0,5.481,200,0,True,
1788975465.1056192,21,1,476.686306999909,465.545,0.0,1.544,200,0,True,
1788975465.1254222,22,1,496.4333380012249,481.673,0.0,1.535,200,0,True,
1788975465.1457994,23,1,516.7539610010863,503.202,0.0,3.613,200,0,True,
1788975465.1590333,24,1,529.8657929997717,518.984,0.0,1.506,200,0,True,
1788975465.1793852,25,1,550.1437069997337,539.162,0.0,1.617,200,0,True,
1788975465.1991968,26,1,569.8695970004337,554.96,0.0,5.588,200,0,True,
1788975465.213755,27,1,584.3678419987555,570.416,0.0,4.844,200,0,True,
1788975465.2255058,28,1,596.0574430009729,585.624,0.0,1.312,200,0,True,
1788975465.2411711,29,1,611.5266710003198,601.306,0.0,1.345,200,0,True,
1788975465.2577212,30,1,628.0226569997467,617.253,0.0,1.976,200,0,True,
1788975474.8407066,31,2,650.9819610000704,0.0,643.282,3.136,200,1,True,
