family,comparison,n_pairs,median_a,median_b,median_paired_diff_ms,hodges_lehmann_ms,hl_ci95_lo_ms,hl_ci95_hi_ms,wilcoxon_W,p_raw,rank_biserial_matched,signed_rank_sum_pos,signed_rank_sum_neg,p_holm_adjusted,significant_at_0.05_after_holm4
A (H4: predictor vs Reactive),EWMA vs Reactive,15,563.8146950000191,620.4223029999412,-57.986201999483455,-182.3112730000389,-284.33921500004544,-1.5222534997292314,23.0,0.03533935546875,-0.6166666666666667,23.0,97.0,0.0361328125,True
A (H4: predictor vs Reactive),Last-gap vs Reactive,15,558.7544489999345,620.4223029999412,-45.894040999883146,-178.88103475002026,-240.95448099978967,-17.028789000050892,14.0,0.0067138671875,-0.7666666666666667,14.0,106.0,0.0201416015625,True
A (H4: predictor vs Reactive),Moving-average vs Reactive,15,495.2282029998969,620.4223029999412,-117.84859299996242,-197.6226032498971,-313.99644999987686,-24.212509999870235,19.0,0.01806640625,-0.6833333333333333,19.0,101.0,0.0361328125,True
A (H4: predictor vs Reactive),Fixed-schedule vs Reactive,15,153.53550300005736,620.4223029999412,-466.93496499983667,-466.6192349999392,-475.2251705001527,-455.4113975000291,0.0,6.103515625e-05,-1.0,0.0,120.0,0.000244140625,True
