t,label,cpu_pct_sum,rss_mb_sum,n_procs
1788974612.253636,learning_extended:serverless_predictive_lastgap,0.0,165.11,4
1788974612.4554274,learning_extended:serverless_predictive_lastgap,0.0,165.11,4
1788974612.6573477,learning_extended:serverless_predictive_lastgap,0.0,165.11,4
1788974612.8592706,learning_extended:serverless_predictive_lastgap,0.0,165.11,4
1788974613.061423,learning_extended:serverless_predictive_lastgap,0.0,165.11,4
1788974613.263556,learning_extended:serverless_predictive_lastgap,9.8,165.11,4
1788974613.4656558,learning_extended:serverless_predictive_lastgap,4.9,165.11,4
1788974613.6676202,learning_extended:serverless_predictive_lastgap,0.0,122.55,3
1788974613.8695338,learning_extended:serverless_predictive_lastgap,0.0,79.96,2
1788974614.0719314,learning_extended:serverless_predictive_lastgap,0.0,79.96,2
1788974614.2736218,learning_extended:serverless_predictive_lastgap,0.0,37.32,1
1788974614.4754157,learning_extended:serverless_predictive_lastgap,0.0,37.32,1
1788974614.6771944,learning_extended:serverless_predictive_lastgap,0.0,37.32,1
1788974614.8789973,learning_extended:serverless_predictive_lastgap,0.0,37.32,1
1788974615.0806897,learning_extended:serverless_predictive_lastgap,0.0,37.32,1
1788974615.2830179,learning_extended:serverless_predictive_lastgap,0.0,37.32,1
1788974615.4853652,learning_extended:serverless_predictive_lastgap,0.0,37.32,1
1788974615.6907213,learning_extended:serverless_predictive_lastgap,9.7,113.45,4
1788974615.89249,learning_extended:serverless_predictive_lastgap,208.2,146.22,4
1788974616.0939987,learning_extended:serverless_predictive_lastgap,188.6,158.93,4
1788974616.296002,learning_extended:serverless_predictive_lastgap,59.5,165.23,4
1788974616.4979634,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974616.6997764,learning_extended:serverless_predictive_lastgap,5.0,165.23,4
1788974616.901727,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974617.1035976,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974617.3056004,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
1788974617.5075338,learning_extended:serverless_predictive_lastgap,0.0,165.23,4
