family,comparison,n_pairs,median_a,median_b,median_paired_diff_ms,hodges_lehmann_ms,hl_ci95_lo_ms,hl_ci95_hi_ms,wilcoxon_W,p_raw,rank_biserial_matched,signed_rank_sum_pos,signed_rank_sum_neg,p_holm_adjusted,significant_at_0.05_after_holm6
B (RQ3: predictor vs predictor),EWMA vs Last-gap,15,563.8146950000191,558.7544489999345,-3.8218390002384695,-4.832932000113033,-54.953754000166555,32.67894399994023,51.0,0.638671875,-0.15,51.0,69.0,1.0,False
B (RQ3: predictor vs predictor),EWMA vs Moving-average,15,563.8146950000191,495.2282029998969,-1.3011969997477877,5.16091399998686,-26.56310050019782,43.910379500061936,55.0,0.803955078125,0.08333333333333333,65.0,55.0,1.0,False
B (RQ3: predictor vs predictor),EWMA vs Fixed-schedule,15,563.8146950000191,153.53550300005736,410.27919199996177,282.93322874981186,171.07218249998368,464.15576349988896,0.0,6.103515625e-05,1.0,120.0,0.0,0.0003662109375,True
B (RQ3: predictor vs predictor),Last-gap vs Moving-average,15,558.7544489999345,495.2282029998969,-2.88673499971992,5.6792837500552125,-27.46238650001942,83.32736500028659,55.0,0.803955078125,0.08333333333333333,65.0,55.0,1.0,False
B (RQ3: predictor vs predictor),Last-gap vs Fixed-schedule,15,558.7544489999345,153.53550300005736,395.02033200005826,288.6184450000542,220.92053350024798,446.24884199993176,0.0,6.103515625e-05,1.0,120.0,0.0,0.0003662109375,True
B (RQ3: predictor vs predictor),Moving-average vs Fixed-schedule,15,495.2282029998969,153.53550300005736,339.2060709998077,274.52661374991294,137.85629300036817,438.63639600022,0.0,6.103515625e-05,1.0,120.0,0.0,0.0003662109375,True
