label,cpu_s,gb_s
serverless_reactive:cyclical:0,255.46795764899255,66.1229964963149
serverless_reactive:cyclical:1,229.36741440069673,65.92676506771706
serverless_reactive:cyclical:2,212.75868847477437,65.5057660531369
serverless_reactive:cyclical:3,243.26029783940314,65.10932701774523
serverless_reactive:cyclical:4,255.89012129652497,64.93277903744602
serverless_reactive:cyclical:5,183.56639026224616,64.65496071330737
