t,label,cpu_pct_sum,rss_mb_sum,n_procs,startup_lead_s
1788975949.0668476,serverless_predictive_lastgap:cyclical:4,4.9,164.94,4,0.1
1788975949.2688112,serverless_predictive_lastgap:cyclical:4,0.0,164.94,4,0.1
1788975949.4707775,serverless_predictive_lastgap:cyclical:4,0.0,165.0,4,0.1
1788975949.6728191,serverless_predictive_lastgap:cyclical:4,5.0,122.39,3,0.1
1788975949.8746834,serverless_predictive_lastgap:cyclical:4,0.0,79.79,2,0.1
1788975950.0765643,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975950.2784874,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975950.4803503,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975950.682196,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975950.8839216,serverless_predictive_lastgap:cyclical:4,5.0,37.09,1,0.1
1788975951.0868018,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975951.2886548,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975951.4904518,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975951.692194,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975951.8940327,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975952.0957906,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975952.2985091,serverless_predictive_lastgap:cyclical:4,0.0,37.09,1,0.1
1788975952.503041,serverless_predictive_lastgap:cyclical:4,4.9,55.75,4,0.1
1788975952.706683,serverless_predictive_lastgap:cyclical:4,191.5,121.24,4,0.1
1788975952.908556,serverless_predictive_lastgap:cyclical:4,193.2,146.96,4,0.1
1788975953.111375,serverless_predictive_lastgap:cyclical:4,177.5,161.62,4,0.1
1788975953.3148952,serverless_predictive_lastgap:cyclical:4,14.7,164.91,4,0.1
1788975953.5170598,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975953.719141,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975953.9212403,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975954.123458,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975954.325629,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975954.5277157,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975954.7298462,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975954.9324899,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975955.1346471,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975955.336614,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975955.5398722,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975955.7428472,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975955.946021,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975956.1493711,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975956.3524117,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975956.5556037,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975956.7588964,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975956.9614518,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975957.163533,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975957.3656406,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975957.5678422,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975957.769921,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975957.9718845,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975958.173835,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975958.3757906,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975958.5778637,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975958.7798405,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975958.9827962,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975959.184955,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975959.3870127,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975959.5889738,serverless_predictive_lastgap:cyclical:4,5.0,79.74,3,0.1
1788975959.7909346,serverless_predictive_lastgap:cyclical:4,5.0,37.22,2,0.1
1788975959.9933693,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975960.1953213,serverless_predictive_lastgap:cyclical:4,4.9,37.22,1,0.1
1788975960.3972216,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975960.599339,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975960.8012185,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975961.002922,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975961.204668,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975961.4065104,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975961.608562,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975961.8104503,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975962.012323,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975962.2142715,serverless_predictive_lastgap:cyclical:4,0.0,37.22,1,0.1
1788975962.4167652,serverless_predictive_lastgap:cyclical:4,4.9,64.46,2,0.1
1788975962.6186488,serverless_predictive_lastgap:cyclical:4,99.1,76.11,2,0.1
1788975962.8205228,serverless_predictive_lastgap:cyclical:4,39.7,79.79,2,0.1
1788975963.0226507,serverless_predictive_lastgap:cyclical:4,0.0,79.79,2,0.1
1788975963.2247074,serverless_predictive_lastgap:cyclical:4,14.9,137.59,4,0.1
1788975963.427414,serverless_predictive_lastgap:cyclical:4,197.3,157.62,4,0.1
1788975963.6299193,serverless_predictive_lastgap:cyclical:4,64.2,164.91,4,0.1
1788975963.8319025,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975964.0339975,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975964.2358875,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975964.4380276,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975964.6401515,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975964.8421993,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975965.0442371,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975965.2462728,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975965.4486148,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975965.6507757,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975965.8530178,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975966.055204,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975966.2573414,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975966.4594526,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975966.661516,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975966.8636317,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975967.0657809,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975967.267812,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975967.4698713,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975967.6718905,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975967.8739214,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975968.075978,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975968.2782145,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975968.4802775,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975968.6824565,serverless_predictive_lastgap:cyclical:4,4.9,164.91,4,0.1
1788975968.8844373,serverless_predictive_lastgap:cyclical:4,5.0,164.91,4,0.1
1788975969.086557,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975969.288548,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975969.490589,serverless_predictive_lastgap:cyclical:4,0.0,164.91,4,0.1
1788975969.6926978,serverless_predictive_lastgap:cyclical:4,0.0,122.33,3,0.1
1788975969.894571,serverless_predictive_lastgap:cyclical:4,5.0,79.78,3,0.1
1788975970.0965157,serverless_predictive_lastgap:cyclical:4,0.0,79.78,2,0.1
1788975970.2984498,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975970.500168,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975970.7020338,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975970.903657,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975971.1054173,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975971.3072164,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975971.5089998,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975971.710805,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975971.9125462,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975972.11489,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975972.316654,serverless_predictive_lastgap:cyclical:4,0.0,37.23,1,0.1
1788975972.5184984,serverless_predictive_lastgap:cyclical:4,5.0,37.23,1,0.1
1788975972.7227712,serverless_predictive_lastgap:cyclical:4,4.9,113.69,4,0.1
1788975972.9248924,serverless_predictive_lastgap:cyclical:4,193.0,146.88,4,0.1
1788975973.1273675,serverless_predictive_lastgap:cyclical:4,187.6,163.52,4,0.1
1788975973.3293576,serverless_predictive_lastgap:cyclical:4,29.8,165.07,4,0.1
1788975973.5314012,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975973.7334383,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975973.935373,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975974.1373954,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975974.3393729,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975974.5415647,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975974.743671,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975974.9459858,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975975.1480994,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975975.3505962,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975975.5525498,serverless_predictive_lastgap:cyclical:4,5.0,165.07,4,0.1
1788975975.7545729,serverless_predictive_lastgap:cyclical:4,4.9,165.07,4,0.1
1788975975.956519,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975976.1585712,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975976.360519,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975976.5625792,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975976.7646608,serverless_predictive_lastgap:cyclical:4,4.9,165.07,4,0.1
1788975976.9673257,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975977.1693363,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975977.3713458,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975977.5734615,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975977.7756119,serverless_predictive_lastgap:cyclical:4,4.9,165.07,4,0.1
1788975977.9776711,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975978.1795933,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975978.381579,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975978.5835261,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975978.785717,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975978.9876573,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975979.1895962,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975979.3916519,serverless_predictive_lastgap:cyclical:4,0.0,165.07,4,0.1
1788975979.5936427,serverless_predictive_lastgap:cyclical:4,5.0,122.51,4,0.1
1788975979.7954876,serverless_predictive_lastgap:cyclical:4,0.0,79.96,2,0.1
1788975979.9974532,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975980.19916,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975980.4009466,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975980.602713,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975980.80476,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975981.00652,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975981.2082274,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975981.410122,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975981.6118717,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975981.8136725,serverless_predictive_lastgap:cyclical:4,0.0,37.27,1,0.1
1788975982.0153854,serverless_predictive_lastgap:cyclical:4,5.0,46.4,2,0.1
1788975982.2170587,serverless_predictive_lastgap:cyclical:4,99.2,82.74,4,0.1
1788975982.422678,serverless_predictive_lastgap:cyclical:4,194.5,137.18,4,0.1
1788975982.6252253,serverless_predictive_lastgap:cyclical:4,202.4,157.61,4,0.1
1788975983.5220876,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975983.723975,serverless_predictive_lastgap:cyclical:5,5.0,36.59,1,0.1
1788975983.9259055,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975984.1279004,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975984.33002,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975984.531712,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975984.7337909,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975984.935752,serverless_predictive_lastgap:cyclical:5,5.0,36.59,1,0.1
1788975985.137846,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975985.339667,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975985.5417194,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975985.743538,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975985.9454374,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975986.147192,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975986.34942,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975986.551228,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975986.7530973,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975986.9548109,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975987.1565645,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975987.3584027,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975987.5604012,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975987.762298,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975987.9641347,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975988.166013,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975988.3680537,serverless_predictive_lastgap:cyclical:5,5.0,36.59,1,0.1
1788975988.5700188,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975988.7725093,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975988.9748578,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975989.1765966,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975989.378388,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975989.5801733,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975989.7821462,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975989.9840205,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975990.1857908,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975990.3877928,serverless_predictive_lastgap:cyclical:5,0.0,36.59,1,0.1
1788975990.589691,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975990.791605,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975990.9978504,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975991.1998794,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975991.4018166,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975991.6036754,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975991.8055663,serverless_predictive_lastgap:cyclical:5,5.0,36.6,1,0.1
1788975992.0072439,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975992.2089636,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975992.4108841,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975992.6126442,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975992.8144267,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975993.0161667,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975993.2181158,serverless_predictive_lastgap:cyclical:5,0.0,36.6,1,0.1
1788975993.4205716,serverless_predictive_lastgap:cyclical:5,0.0,60.17,4,0.1
1788975993.626731,serverless_predictive_lastgap:cyclical:5,194.0,121.34,4,0.1
1788975993.8339,serverless_predictive_lastgap:cyclical:5,193.0,147.09,4,0.1
1788975994.0363686,serverless_predictive_lastgap:cyclical:5,182.8,161.23,4,0.1
1788975994.2391124,serverless_predictive_lastgap:cyclical:5,24.7,164.66,4,0.1
1788975994.4411924,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975994.6431966,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975994.845543,serverless_predictive_lastgap:cyclical:5,4.9,164.66,4,0.1
1788975995.0476098,serverless_predictive_lastgap:cyclical:5,9.8,164.66,4,0.1
1788975995.250231,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975995.4522467,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975995.6552002,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975995.857368,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975996.059459,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975996.26279,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975996.4657295,serverless_predictive_lastgap:cyclical:5,4.9,164.66,4,0.1
1788975996.6678221,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975996.8700047,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975997.0721629,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975997.2744322,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975997.4765484,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975997.67857,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975997.880572,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975998.0828204,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975998.2851682,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975998.4871757,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975998.6892982,serverless_predictive_lastgap:cyclical:5,4.9,164.66,4,0.1
1788975998.892297,serverless_predictive_lastgap:cyclical:5,0.0,164.66,4,0.1
1788975999.0943272,serverless_predictive_lastgap:cyclical:5,4.9,164.67,4,0.1
1788975999.2963362,serverless_predictive_lastgap:cyclical:5,0.0,164.67,4,0.1
1788975999.4983344,serverless_predictive_lastgap:cyclical:5,0.0,164.67,4,0.1
1788975999.7004492,serverless_predictive_lastgap:cyclical:5,0.0,164.67,4,0.1
1788975999.9024413,serverless_predictive_lastgap:cyclical:5,0.0,164.67,4,0.1
1788976000.1044698,serverless_predictive_lastgap:cyclical:5,0.0,164.67,4,0.1
1788976000.3064754,serverless_predictive_lastgap:cyclical:5,10.0,164.73,4,0.1
1788976000.5085065,serverless_predictive_lastgap:cyclical:5,0.0,122.19,3,0.1
1788976000.7105234,serverless_predictive_lastgap:cyclical:5,0.0,79.64,2,0.1
1788976000.9128091,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976001.114669,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976001.316632,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976001.5184467,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976001.7203743,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976001.9221768,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976002.1240835,serverless_predictive_lastgap:cyclical:5,5.0,37.08,1,0.1
1788976002.326008,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976002.5281384,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976002.7302115,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976002.9319808,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976003.1339405,serverless_predictive_lastgap:cyclical:5,0.0,37.08,1,0.1
1788976003.3388858,serverless_predictive_lastgap:cyclical:5,0.0,65.24,4,0.1
1788976003.5407703,serverless_predictive_lastgap:cyclical:5,193.2,122.36,4,0.1
1788976003.7477276,serverless_predictive_lastgap:cyclical:5,207.8,148.45,4,0.1
1788976003.9506416,serverless_predictive_lastgap:cyclical:5,182.4,163.49,4,0.1
1788976004.1527395,serverless_predictive_lastgap:cyclical:5,9.9,164.86,4,0.1
1788976004.355886,serverless_predictive_lastgap:cyclical:5,4.9,164.86,4,0.1
1788976004.5582151,serverless_predictive_lastgap:cyclical:5,4.9,164.86,4,0.1
1788976004.76034,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976004.963888,serverless_predictive_lastgap:cyclical:5,4.9,164.86,4,0.1
1788976005.1660612,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976005.36824,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976005.5702994,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976005.7722688,serverless_predictive_lastgap:cyclical:5,10.0,164.86,4,0.1
1788976005.9742649,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976006.1762006,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976006.378335,serverless_predictive_lastgap:cyclical:5,4.9,164.86,4,0.1
1788976006.5803354,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976006.7824621,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976006.9844308,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976007.1865165,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976007.38864,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976007.590787,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976007.7928712,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976007.9949772,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976008.1972988,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976008.399353,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976008.6017728,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976008.8038983,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976009.0063698,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976009.2083886,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976009.4104588,serverless_predictive_lastgap:cyclical:5,9.8,164.86,4,0.1
1788976009.6125417,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976009.8146982,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976010.016738,serverless_predictive_lastgap:cyclical:5,4.9,164.86,4,0.1
1788976010.2187543,serverless_predictive_lastgap:cyclical:5,0.0,164.86,4,0.1
1788976010.420742,serverless_predictive_lastgap:cyclical:5,0.0,122.3,3,0.1
1788976010.6229744,serverless_predictive_lastgap:cyclical:5,0.0,37.23,2,0.1
1788976010.824827,serverless_predictive_lastgap:cyclical:5,0.0,37.23,1,0.1
1788976011.0266979,serverless_predictive_lastgap:cyclical:5,0.0,37.23,1,0.1
1788976011.229537,serverless_predictive_lastgap:cyclical:5,0.0,37.23,1,0.1
1788976011.4314375,serverless_predictive_lastgap:cyclical:5,0.0,37.23,1,0.1
1788976011.6333163,serverless_predictive_lastgap:cyclical:5,0.0,37.23,1,0.1
1788976011.835074,serverless_predictive_lastgap:cyclical:5,0.0,37.23,1,0.1
1788976012.0368743,serverless_predictive_lastgap:cyclical:5,0.0,37.23,1,0.1
1788976012.242745,serverless_predictive_lastgap:cyclical:5,4.9,64.04,4,0.1
1788976012.4445958,serverless_predictive_lastgap:cyclical:5,188.3,127.49,4,0.1
1788976012.650817,serverless_predictive_lastgap:cyclical:5,193.9,148.26,4,0.1
1788976012.8526323,serverless_predictive_lastgap:cyclical:5,168.6,164.84,4,0.1
1788976013.0551708,serverless_predictive_lastgap:cyclical:5,9.8,164.84,4,0.1
1788976013.2572794,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976013.459303,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976013.6613278,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976013.86439,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976014.0676131,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976014.2700872,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976014.4721324,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976014.6742177,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976014.8768835,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976015.0789542,serverless_predictive_lastgap:cyclical:5,4.9,164.84,4,0.1
1788976015.2809749,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
1788976015.4831882,serverless_predictive_lastgap:cyclical:5,0.0,164.84,4,0.1
