t,request_id,cycle_id,latency_ms,queue_ms,cold_ms,service_ms,status,cold,ok,err
1788972471.2549672,1,0,597.2107090001373,0.0,591.73,1.435,200,1,True,
1788972471.199187,2,0,541.1593179996999,0.0,526.342,5.02,200,1,True,
1788972471.3638356,3,0,705.4654000003211,0.0,693.528,1.582,200,1,True,
1788972471.2109928,4,0,552.3964719996002,531.182,0.0,1.54,200,0,True,
1788972471.2290251,5,0,570.2724929997203,547.239,0.0,1.926,200,0,True,
1788972471.2428584,6,0,583.9957110001706,563.393,0.0,1.447,200,0,True,
1788972471.2585597,7,0,599.59688500021,579.358,0.0,1.313,200,0,True,
1788972471.2593372,8,0,600.2765900011582,579.329,0.0,1.93,200,0,True,
1788972471.2763126,9,0,617.1578379999119,595.878,0.0,2.418,200,0,True,
1788972471.276856,10,0,617.2975870013033,595.881,0.0,2.857,200,0,True,
1788972471.292244,11,0,632.5180450003245,611.409,0.0,2.794,200,0,True,
1788972471.292168,12,0,632.2419899988745,611.416,0.0,2.473,200,0,True,
1788972471.3093498,13,0,649.2020859986951,627.165,0.0,1.311,200,0,True,
1788972471.3093975,14,0,648.9999980003631,627.173,0.0,2.228,200,0,True,
1788972471.3226128,15,0,661.9729449994338,643.308,0.0,1.288,200,0,True,
1788972482.0967402,16,1,528.5124669990182,0.0,522.038,2.631,200,1,True,
1788972482.2195308,17,1,650.9414239990292,0.0,643.499,2.559,200,1,True,
1788972482.2198575,18,1,651.1685210007272,0.0,644.034,1.622,200,1,True,
1788972482.1138608,19,1,545.0895529993431,527.028,0.0,4.478,200,0,True,
1788972482.1271236,20,1,558.278694999899,543.207,0.0,1.385,200,0,True,
1788972482.1458454,21,1,576.9392839993088,559.504,0.0,4.197,200,0,True,
1788972482.1628036,22,1,593.8394009990589,575.273,0.0,5.474,200,0,True,
1788972482.1790266,23,1,610.0059039999906,595.61,0.0,1.403,200,0,True,
1788972482.195228,24,1,626.1510360000102,611.366,0.0,1.84,200,0,True,
1788972482.211366,25,1,642.1324729999469,627.906,0.0,1.429,200,0,True,
1788972482.2276008,26,1,658.2928669995454,643.46,0.0,2.233,200,0,True,
1788972482.2267277,27,1,657.3461450007017,643.472,0.0,1.16,200,0,True,
1788972482.2274714,28,1,657.9671550007333,643.475,0.0,1.751,200,0,True,
1788972482.242457,29,1,672.6467160005996,659.226,0.0,1.289,200,0,True,
1788972482.2426841,30,1,672.8174899999431,659.234,0.0,1.444,200,0,True,
1788972488.2032678,31,2,6.991516998823499,0.0,0.0,3.101,200,0,True,
1788972488.2034376,32,2,6.860679999590502,0.0,0.0,3.545,200,0,True,
1788972488.2039971,33,2,7.3421119996055495,0.0,0.0,3.595,200,0,True,
1788972488.2179077,34,2,21.177296999667305,16.202,0.0,1.528,200,0,True,
1788972488.217957,35,2,21.16277599998284,16.209,0.0,1.718,200,0,True,
1788972488.2180367,36,2,21.17099199858785,16.209,0.0,2.244,200,0,True,
1788972488.2354128,37,2,38.48482799912745,33.236,0.0,1.889,200,0,True,
1788972488.2354758,38,2,38.489927999762585,33.252,0.0,2.171,200,0,True,
1788972488.2355509,39,2,38.475393999760854,33.254,0.0,2.443,200,0,True,
1788972488.2503545,40,2,53.08659999900556,48.583,0.0,2.326,200,0,True,
1788972488.250454,41,2,53.06993900012458,48.605,0.0,2.218,200,0,True,
1788972488.2516098,42,2,54.15932700088888,48.066,0.0,3.265,200,0,True,
1788972488.2669365,43,2,69.42663100016944,64.2,0.0,2.915,200,0,True,
1788972488.2663908,44,2,68.67183900067175,64.213,0.0,1.677,200,0,True,
1788972488.2664793,45,2,68.69242599896097,64.214,0.0,2.138,200,0,True,
1788972492.7801545,46,3,5.675725000401144,0.0,0.0,2.081,200,0,True,
1788972492.7802136,47,3,5.337717000656994,0.0,0.0,2.053,200,0,True,
1788972492.7809834,48,3,5.999228000291623,0.0,0.0,2.835,200,0,True,
1788972492.7968218,49,3,21.758445998784737,16.161,0.0,2.086,200,0,True,
1788972492.7969353,50,3,21.79214699935983,16.159,0.0,2.688,200,0,True,
1788972492.797028,51,3,21.796377999635297,16.159,0.0,2.695,200,0,True,
1788972492.8128965,52,3,37.5545080005395,32.037,0.0,2.604,200,0,True,
1788972492.8134716,53,3,38.04968199983705,31.879,0.0,2.57,200,0,True,
1788972492.8136783,54,3,38.19632500017178,31.888,0.0,3.198,200,0,True,
1788972492.826732,55,3,51.193301000239444,47.244,0.0,1.62,200,0,True,
1788972492.827183,56,3,51.57302599945979,47.252,0.0,1.936,200,0,True,
1788972492.827781,57,3,52.11118700026418,47.253,0.0,2.332,200,0,True,
1788972492.8448522,58,3,69.1192440008308,64.297,0.0,2.716,200,0,True,
1788972492.8439832,59,3,68.06614200104377,64.317,0.0,1.48,200,0,True,
1788972492.8459575,60,3,69.98031199873367,64.305,0.0,3.403,200,0,True,
1788972496.8967972,61,4,7.274731000507018,0.0,0.0,1.925,200,0,True,
1788972496.8968434,62,4,7.054743000480812,0.0,0.0,2.606,200,0,True,
1788972496.8969035,63,4,7.024824000836816,0.0,0.0,3.361,200,0,True,
1788972496.9106762,64,4,20.703956999568618,15.309,0.0,2.331,200,0,True,
1788972496.9107676,65,4,20.73158799976227,15.311,0.0,2.25,200,0,True,
1788972496.910828,66,4,20.7179900007759,15.306,0.0,2.311,200,0,True,
1788972496.9276395,67,4,37.45981700012635,32.231,0.0,2.335,200,0,True,
1788972496.9275749,68,4,37.284060001184116,32.235,0.0,1.405,200,0,True,
1788972496.9275243,69,4,37.1728139998595,32.232,0.0,1.124,200,0,True,
1788972496.9440935,70,4,53.684376000092016,48.076,0.0,1.948,200,0,True,
1788972496.9441586,71,4,53.68495199945755,48.081,0.0,2.202,200,0,True,
1788972496.9442844,72,4,53.75003500012099,48.079,0.0,2.573,200,0,True,
1788972496.9586277,73,4,68.0374910007231,63.312,0.0,1.441,200,0,True,
1788972496.9586787,74,4,67.92613300058292,63.326,0.0,1.418,200,0,True,
1788972496.9587445,75,4,67.93258799916657,63.325,0.0,2.029,200,0,True,
