t,request_id,cycle_id,latency_ms,queue_ms,cold_ms,service_ms,status,cold,ok,err
1788432778.353951,1,-1,399.9379949998456,0.0,395.855,2.787,200,1,True,
1788432778.5652735,2,-1,411.5602439999293,0.0,407.049,1.503,200,1,True,
1788432778.3560894,3,-1,2.026746999945317,0.0,0.0,1.066,200,0,True,
1788432778.557896,4,-1,2.5497980000181997,0.0,0.0,1.486,200,0,True,
1788432778.7591896,5,-1,2.5848089999271906,0.0,0.0,1.449,200,0,True,
1788432778.9607227,6,-1,2.705026000057842,0.0,0.0,1.595,200,0,True,
1788432779.1610477,7,-1,2.523120999967432,0.0,0.0,1.423,200,0,True,
1788432779.3624752,8,-1,2.486631000010675,0.0,0.0,1.47,200,0,True,
1788432779.5637188,9,-1,2.316278000080274,0.0,0.0,1.322,200,0,True,
1788432779.7643478,10,-1,2.3440679999566782,0.0,0.0,1.312,200,0,True,
1788432779.966309,11,-1,3.0074029998559126,0.0,0.0,1.802,200,0,True,
1788432780.1671827,12,-1,2.6298290001705027,0.0,0.0,1.451,200,0,True,
1788432780.36808,13,-1,2.942540000049121,0.0,0.0,1.657,200,0,True,
1788432780.568781,14,-1,2.59947400013516,0.0,0.0,1.454,200,0,True,
1788432780.7696612,15,-1,2.735195000013846,0.0,0.0,1.587,200,0,True,
1788432780.9701815,16,-1,2.5421929999538406,0.0,0.0,1.42,200,0,True,
1788432781.1708522,17,-1,2.6642610000635614,0.0,0.0,1.468,200,0,True,
1788432781.3716052,18,-1,2.538374000096155,0.0,0.0,1.384,200,0,True,
1788432781.5722275,19,-1,2.5208089998614014,0.0,0.0,1.438,200,0,True,
1788432781.772973,20,-1,2.6575110000521818,0.0,0.0,1.483,200,0,True,
1788432781.9740098,21,-1,2.5687859999834473,0.0,0.0,1.514,200,0,True,
1788432782.1746671,22,-1,2.6397030001135136,0.0,0.0,1.463,200,0,True,
1788432782.3761895,23,-1,2.3567519999687647,0.0,0.0,1.383,200,0,True,
1788432782.5780306,24,-1,2.576007000016034,0.0,0.0,1.544,200,0,True,
1788432782.7795696,25,-1,2.527606000057858,0.0,0.0,1.421,200,0,True,
1788432782.9811022,26,-1,2.5967169999603357,0.0,0.0,1.533,200,0,True,
1788432783.1828954,27,-1,2.3766459999023937,0.0,0.0,1.32,200,0,True,
1788432783.383379,28,-1,2.402628000027107,0.0,0.0,1.396,200,0,True,
1788432783.5839138,29,-1,2.4342579999938607,0.0,0.0,1.415,200,0,True,
1788432783.7843575,30,-1,2.416569999923013,0.0,0.0,1.348,200,0,True,
1788432783.9848504,31,-1,2.385421000099086,0.0,0.0,1.395,200,0,True,
1788432784.1853254,32,-1,2.436513000020568,0.0,0.0,1.399,200,0,True,
1788432784.3856192,33,-1,2.2724420000486134,0.0,0.0,1.313,200,0,True,
1788432784.5869222,34,-1,2.299655999877359,0.0,0.0,1.254,200,0,True,
1788432784.7881668,35,-1,2.2471079998922505,0.0,0.0,1.293,200,0,True,
1788432784.989613,36,-1,2.504396000176712,0.0,0.0,1.433,200,0,True,
1788432785.190277,37,-1,2.655339000057211,0.0,0.0,1.445,200,0,True,
1788432785.3909657,38,-1,2.601752999908058,0.0,0.0,1.453,200,0,True,
1788432785.5912251,39,-1,2.2507850001147744,0.0,0.0,1.293,200,0,True,
1788432785.792428,40,-1,2.3380640000141284,0.0,0.0,1.249,200,0,True,
1788432785.993188,41,-1,2.5982660001773183,0.0,0.0,1.589,200,0,True,
1788432786.1936889,42,-1,2.4687719999292312,0.0,0.0,1.425,200,0,True,
1788432786.3948858,43,-1,2.4812159999783034,0.0,0.0,1.433,200,0,True,
1788432786.5950954,44,-1,2.217055000073742,0.0,0.0,1.262,200,0,True,
1788432786.796493,45,-1,2.3500180000155524,0.0,0.0,1.25,200,0,True,
1788432786.996997,46,-1,2.427656999998362,0.0,0.0,1.347,200,0,True,
1788432787.199774,47,-1,2.7731430000130786,0.0,0.0,1.497,200,0,True,
1788432787.4020402,48,-1,3.241161000005377,0.0,0.0,2.037,200,0,True,
1788432787.6029034,49,-1,2.6630199999999604,0.0,0.0,1.524,200,0,True,
1788432787.805234,50,-1,2.7492590002111683,0.0,0.0,1.533,200,0,True,
1788432788.0073993,51,-1,2.5198900000305002,0.0,0.0,1.483,200,0,True,
1788432788.2093642,52,-1,2.8099599999222846,0.0,0.0,1.704,200,0,True,
1788432788.4109201,53,-1,2.378077999992456,0.0,0.0,1.276,200,0,True,
1788432788.6132972,54,-1,2.394754000079047,0.0,0.0,1.364,200,0,True,
1788432788.8137338,55,-1,2.413192000176423,0.0,0.0,1.402,200,0,True,
1788432789.0151353,56,-1,2.4021169999741687,0.0,0.0,1.379,200,0,True,
1788432789.2165055,57,-1,2.3833139998714614,0.0,0.0,1.307,200,0,True,
1788432789.4181814,58,-1,2.7050559999679535,0.0,0.0,1.356,200,0,True,
1788432789.6187167,59,-1,2.505183000039324,0.0,0.0,1.356,200,0,True,
1788432789.820105,60,-1,2.347009999994043,0.0,0.0,1.376,200,0,True,
